fluxID,yearFlux,contDayInYearFlux,dayInYearFlux,PindexFLUXnee,PindexFLUXneeE,PindexFLUXneegf,PindexFLUXle,PindexFLUXleE,PindexFLUXlegf,PindexFLUXgpp,PindexFLUXgppgf,PindexFLUXre,PindexFLUXregf,metID,yearMet,dayInYearMet,hourInYear,temp,par,vpd,rh,soilT,co2,precip,bioID,yearBio,dayInYearBio,PindexBioLAI,PindexBioLAIe,PindexBioLitterF,PindexBioLitterFe,PindexBioPhenology,PindexBioPhenologyE,PindexBioCw,PindexBioCwE,PindexBioCwInc,PindexBioCwIncE,PindexBioSoilTotC,PindexBioSoilTotCe
11958,1997,250.15,250,0.849,2.5146,0.849,0,0.000708,0,-9999,-9999,-9999,-9999,11958,1997,250,3.5,10.3,0,0.1354,-9999,13.07,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11959,1997,250.17,250,0.72983,5.3996,0.72983,0.000039,0.000251,0.000039,-9999,-9999,-9999,-9999,11959,1997,250,4,9.9,0,0.1301,-9999,13.112,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11960,1997,250.19,250,3.691,3.7222,3.691,0.00007,0.000234,0.00007,-9999,-9999,-9999,-9999,11960,1997,250,4.5,9.9,0,0.1248,-9999,13.158,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11961,1997,250.21,250,3.4957,3.7281,3.4957,0,0.000248,0,-9999,-9999,-9999,-9999,11961,1997,250,5,9.8,0,0.1195,-9999,13.207,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11962,1997,250.23,250,3.4061,3.7588,3.4061,0,0.000469,0,-9999,-9999,-9999,-9999,11962,1997,250,5.5,9.5,28.509,0.1142,-9999,13.259,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11963,1997,250.25,250,1.5053,4.0528,1.5053,0,0.000555,0,-9999,-9999,-9999,-9999,11963,1997,250,6,10.1,129.39,0.1089,-9999,13.313,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11964,1997,250.27,250,0.65367,5.3188,0.65367,0.000085,0.002978,0.000085,-9999,-9999,-9999,-9999,11964,1997,250,6.5,11.3,342.11,0.1036,-9999,13.369,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11965,1997,250.29,250,0.47733,6.9253,0.47733,0,0.002969,0,-9999,-9999,-9999,-9999,11965,1997,250,7,12.3,537.28,0.1663,-9999,13.427,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11966,1997,250.31,250,0.037165,5.6128,0.037165,0.000155,0.010689,0.000155,-9999,-9999,-9999,-9999,11966,1997,250,7.5,13.3,576.75,0.229,-9999,13.485,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11967,1997,250.33,250,-0.60666,6.4974,-0.60666,0,0.038192,0,-9999,-9999,-9999,-9999,11967,1997,250,8,14.4,896.93,0.2917,-9999,13.544,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11968,1997,250.35,250,-0.87551,7.006,-0.87551,0,0.032675,0,-9999,-9999,-9999,-9999,11968,1997,250,8.5,14.8,712.72,0.3544,-9999,13.602,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11969,1997,250.38,250,-1.7703,5.5697,-1.7703,0.000665,0.021542,0.000665,-9999,-9999,-9999,-9999,11969,1997,250,9,14.8,449.56,0.4171,-9999,13.66,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11970,1997,250.4,250,-3.956,4.6904,-3.956,0,0.003147,0,-9999,-9999,-9999,-9999,11970,1997,250,9.5,14.8,587.72,0.4798,-9999,13.716,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11971,1997,250.42,250,-4.0435,5.0736,-4.0435,0.001453,0.037317,0.001453,-9999,-9999,-9999,-9999,11971,1997,250,10,15.1,684.21,0.5425,-9999,13.77,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11972,1997,250.44,250,-5.1033,4.6959,-5.1033,0,0.045523,0,-9999,-9999,-9999,-9999,11972,1997,250,10.5,15.6,776.32,0.6053,-9999,13.821,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11973,1997,250.46,250,-3.9248,5.3627,-3.9248,0.002133,0.040147,0.002133,-9999,-9999,-9999,-9999,11973,1997,250,11,15.7,730.26,0.668,-9999,13.869,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11974,1997,250.48,250,-2.6237,6.1816,-2.6237,0.000139,0.002975,0.000139,-9999,-9999,-9999,-9999,11974,1997,250,11.5,15.8,723.68,0.7307,-9999,13.913,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11975,1997,250.5,250,-3.055,5.7209,-3.055,0,0.056756,0,-9999,-9999,-9999,-9999,11975,1997,250,12,16.3,1070.2,0.7934,-9999,13.953,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11976,1997,250.52,250,-2.2258,6.5674,-2.2258,0,0.04525,0,-9999,-9999,-9999,-9999,11976,1997,250,12.5,16.4,1232.5,0.8561,-9999,13.988,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11977,1997,250.54,250,-2.743,5.8008,-2.743,0,0.003915,0,-9999,-9999,-9999,-9999,11977,1997,250,13,16.9,1002.2,0.8238,-9999,14.018,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11978,1997,250.56,250,-0.91134,5.1345,-0.91134,0.000363,0.059469,0.000363,-9999,-9999,-9999,-9999,11978,1997,250,13.5,17.5,1107.5,0.7914,-9999,14.042,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11979,1997,250.58,250,0.38467,7.3638,0.38467,0,0.003098,0,-9999,-9999,-9999,-9999,11979,1997,250,14,17.2,872.81,0.7591,-9999,14.06,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11980,1997,250.6,250,-0.36684,6.461,-0.36684,0,0.046297,0,-9999,-9999,-9999,-9999,11980,1997,250,14.5,17.3,675.44,0.7268,-9999,14.071,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11981,1997,250.62,250,0.035006,5.054,0.035006,0,0.050025,0,-9999,-9999,-9999,-9999,11981,1997,250,15,17.2,649.12,0.6945,-9999,14.074,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11982,1997,250.65,250,0.32333,6.5845,0.32333,0,0.003373,0,-9999,-9999,-9999,-9999,11982,1997,250,15.5,17.4,767.54,0.6622,-9999,14.071,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11983,1997,250.67,250,1.0207,5.6332,1.0207,0,0.00297,0,-9999,-9999,-9999,-9999,11983,1997,250,16,17.5,515.35,0.6298,-9999,14.059,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11984,1997,250.69,250,1.3132,4.862,1.3132,0.000263,0.026257,0.000263,-9999,-9999,-9999,-9999,11984,1997,250,16.5,17,368.42,0.5975,-9999,14.04,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11985,1997,250.71,250,0.67382,4.9159,0.67382,0,0.018904,0,-9999,-9999,-9999,-9999,11985,1997,250,17,16.6,168.86,0.5652,-9999,14.012,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11986,1997,250.73,250,-0.8779,6.0933,-0.8779,0.000866,0.015234,0.000866,-9999,-9999,-9999,-9999,11986,1997,250,17.5,16.1,107.46,0.5329,-9999,13.976,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11987,1997,250.75,250,5.0721,3.7146,5.0721,0,0.007154,0,-9999,-9999,-9999,-9999,11987,1997,250,18,15.6,28.509,0.5006,-9999,13.931,363.23,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11988,1997,250.77,250,5.1574,3.7006,5.1574,0,0.006717,0,-9999,-9999,-9999,-9999,11988,1997,250,18.5,15.5,0,0.4682,-9999,13.878,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11989,1997,250.79,250,5.285,3.5576,5.285,0,0.004234,0,-9999,-9999,-9999,-9999,11989,1997,250,19,14.3,0,0.4442,-9999,13.817,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11990,1997,250.81,250,6.0525,3.9067,6.0525,0.000185,0.003797,0.000185,-9999,-9999,-9999,-9999,11990,1997,250,19.5,12.9,0,0.4201,-9999,13.747,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11991,1997,250.83,250,5.6061,3.8626,5.6061,0,0.002557,0,-9999,-9999,-9999,-9999,11991,1997,250,20,12.6,0,0.396,-9999,13.668,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11992,1997,250.85,250,5.5255,3.8824,5.5255,0,0.001754,0,-9999,-9999,-9999,-9999,11992,1997,250,20.5,11.8,0,0.3719,-9999,13.581,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11993,1997,250.88,250,5.459,5.0637,5.459,0,0.001702,0,-9999,-9999,-9999,-9999,11993,1997,250,21,11.7,0,0.3478,-9999,13.486,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11994,1997,250.9,250,5.1026,4.7325,5.1026,0,0.001473,0,-9999,-9999,-9999,-9999,11994,1997,250,21.5,11.5,0,0.3238,-9999,13.384,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11995,1997,250.92,250,3.2632,3.4501,3.2632,0,0.001742,0,-9999,-9999,-9999,-9999,11995,1997,250,22,10.7,0,0.2997,-9999,13.274,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11996,1997,250.94,250,3.6614,3.3036,3.6614,0,0.001656,0,-9999,-9999,-9999,-9999,11996,1997,250,22.5,10.2,0,0.2756,-9999,13.157,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11997,1997,250.96,250,3.4582,3.6726,3.4582,0.000093,0.001438,0.000093,-9999,-9999,-9999,-9999,11997,1997,250,23,10.3,0,0.2515,-9999,13.034,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11998,1997,250.98,250,3.2632,3.9313,3.2632,0,0.001902,0,-9999,-9999,-9999,-9999,11998,1997,250,23.5,10.7,0,0.2274,-9999,12.904,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11999,1997,251,250,3.4582,3.5219,3.4582,0.000093,0.001871,0.000093,-9999,-9999,-9999,-9999,11999,1997,250,24,10.3,0,0.2034,-9999,11.188,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12000,1997,251.02,251,3.691,3.1872,3.691,0,0.001812,0,-9999,-9999,-9999,-9999,12000,1997,251,0.5,10.1,0,0.1793,-9999,11.197,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12001,1997,251.04,251,3.5041,3.2731,3.5041,0.000069,0.001852,0.000069,-9999,-9999,-9999,-9999,12001,1997,251,1,9.6,0,0.176,-9999,11.211,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12002,1997,251.06,251,3.6424,3.2731,3.6424,0.000062,0.001906,0.000062,-9999,-9999,-9999,-9999,12002,1997,251,1.5,9.3,0,0.1727,-9999,11.231,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12003,1997,251.08,251,3.7611,3.4272,3.7611,0.000108,0.001663,0.000108,-9999,-9999,-9999,-9999,12003,1997,251,2,8.9,0,0.1694,-9999,11.257,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12004,1997,251.1,251,3.7611,3.3869,3.7611,0.000015,0.001446,0.000015,-9999,-9999,-9999,-9999,12004,1997,251,2.5,8.9,0,0.1661,-9999,11.287,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12005,1997,251.12,251,3.7611,3.3869,3.7611,0.000046,0.001242,0.000046,-9999,-9999,-9999,-9999,12005,1997,251,3,8.8,0,0.1629,-9999,11.323,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12006,1997,251.15,251,3.7611,3.3869,3.7611,0,0.001024,0,-9999,-9999,-9999,-9999,12006,1997,251,3.5,8.7,0,0.1596,-9999,11.363,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12007,1997,251.17,251,3.8804,3.4625,3.8804,0.000008,0.000824,0.000008,-9999,-9999,-9999,-9999,12007,1997,251,4,8.4,0,0.1563,-9999,11.407,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12008,1997,251.19,251,4.0108,3.6546,4.0108,0.000062,0.000894,0.000062,-9999,-9999,-9999,-9999,12008,1997,251,4.5,8.3,0,0.153,-9999,11.456,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12009,1997,251.21,251,3.7611,3.3869,3.7611,0.000008,0.000963,0.000008,-9999,-9999,-9999,-9999,12009,1997,251,5,8.5,0,0.1497,-9999,11.507,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12010,1997,251.23,251,3.8804,3.3184,3.8804,0,0.00103,0,-9999,-9999,-9999,-9999,12010,1997,251,5.5,8.4,28.509,0.1464,-9999,11.562,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12011,1997,251.25,251,0.50607,4.6555,0.50607,0.000108,0.000518,0.000108,-9999,-9999,-9999,-9999,12011,1997,251,6,8.6,107.46,0.1431,-9999,11.619,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12012,1997,251.27,251,-2.1819,5.4521,-2.1819,0.000039,0.002956,0.000039,-9999,-9999,-9999,-9999,12012,1997,251,6.5,10.5,296.05,0.1399,-9999,11.678,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12013,1997,251.29,251,1.1727,4.8417,1.1727,0,0.002957,0,-9999,-9999,-9999,-9999,12013,1997,251,7,12.2,484.65,0.213,-9999,11.739,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12014,1997,251.31,251,-4.6806,4.9132,-4.6806,0,0.002956,0,-9999,-9999,-9999,-9999,12014,1997,251,7.5,13.4,660.09,0.2861,-9999,11.8,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12015,1997,251.33,251,-5.8297,4.635,-5.8297,0,0.002954,0,-9999,-9999,-9999,-9999,12015,1997,251,8,13.4,822.37,0.3593,-9999,11.862,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12016,1997,251.35,251,-8.648,-9999,-8.648,0,0.041726,0,-9999,-9999,-9999,-9999,12016,1997,251,8.5,14.2,938.6,0.4324,-9999,11.923,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12017,1997,251.38,251,-7.0396,5.4894,-7.0396,0.002464,0.003646,0.002464,-9999,-9999,-9999,-9999,12017,1997,251,9,15.4,1098.7,0.5055,-9999,11.984,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12018,1997,251.4,251,-8.1237,5.8792,-8.1237,0,0.055908,0,-9999,-9999,-9999,-9999,12018,1997,251,9.5,16.3,1258.8,0.5787,-9999,12.043,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12019,1997,251.42,251,-1.4943,6.6038,-1.4943,0.00278,0.058098,0.00278,-9999,-9999,-9999,-9999,12019,1997,251,10,16.8,1214.9,0.6518,-9999,12.099,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12020,1997,251.44,251,-2.4007,6.4151,-2.4007,0,0.066146,0,-9999,-9999,-9999,-9999,12020,1997,251,10.5,17,1291.7,0.7249,-9999,12.153,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12021,1997,251.46,251,-6.4928,4.5919,-6.4928,0,0.073293,0,-9999,-9999,-9999,-9999,12021,1997,251,11,17.5,1328.9,0.7981,-9999,12.204,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12022,1997,251.48,251,-3.345,6.4499,-3.345,0.000901,0.0547,0.000901,-9999,-9999,-9999,-9999,12022,1997,251,11.5,18.2,1537.3,0.8712,-9999,12.251,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12023,1997,251.5,251,-10.398,2.6371,-10.398,0.12407,0.11034,0.12407,-9999,-9999,-9999,-9999,12023,1997,251,12,18.2,1511,0.9443,-9999,12.293,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12024,1997,251.52,251,-9.2061,2.2803,-9.2061,0.1195,0.10753,0.1195,-9999,-9999,-9999,-9999,12024,1997,251,12.5,19,1471.5,1.0175,-9999,12.33,363.24,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12025,1997,251.54,251,-8.8163,2.2774,-8.8163,0.12231,0.10564,0.12231,-9999,-9999,-9999,-9999,12025,1997,251,13,19.3,1396.9,0.9775,-9999,12.361,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12026,1997,251.56,251,-9.274,2.7803,-9.274,0.079725,0.072885,0.079725,-9999,-9999,-9999,-9999,12026,1997,251,13.5,19.3,1322.4,0.9375,-9999,12.386,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12027,1997,251.58,251,-11.412,2.4107,-11.412,0.033998,0.033657,0.033998,-9999,-9999,-9999,-9999,12027,1997,251,14,19.6,1107.5,0.8975,-9999,12.404,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12028,1997,251.6,251,-11.155,2.3159,-11.155,0,0.002956,0,-9999,-9999,-9999,-9999,12028,1997,251,14.5,19.8,1105.3,0.8575,-9999,12.416,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12029,1997,251.62,251,-9.0797,2.377,-9.0797,0.000008,0.002956,0.000008,-9999,-9999,-9999,-9999,12029,1997,251,15,19.7,846.49,0.8175,-9999,12.42,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12030,1997,251.65,251,-9.0745,2.2317,-9.0745,0,0.045874,0,-9999,-9999,-9999,-9999,12030,1997,251,15.5,19.8,758.77,0.7775,-9999,12.416,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12031,1997,251.67,251,-8.6228,2.9185,-8.6228,0.005236,0.00535,0.005236,-9999,-9999,-9999,-9999,12031,1997,251,16,20.1,598.68,0.7375,-9999,12.404,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12032,1997,251.69,251,-4.5078,4.7551,-4.5078,0.036534,0.037313,0.036534,-9999,-9999,-9999,-9999,12032,1997,251,16.5,20,427.63,0.6975,-9999,12.384,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12033,1997,251.71,251,1.7335,4.256,1.7335,0.035183,0.03393,0.035183,-9999,-9999,-9999,-9999,12033,1997,251,17,19.7,265.35,0.6575,-9999,12.354,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12034,1997,251.73,251,1.2288,4.7088,1.2288,0.023529,0.021656,0.023529,-9999,-9999,-9999,-9999,12034,1997,251,17.5,19,109.65,0.6175,-9999,12.316,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12035,1997,251.75,251,4.0364,3.1301,4.0364,0.008184,0.00916,0.008184,-9999,-9999,-9999,-9999,12035,1997,251,18,18.2,21.93,0.5775,-9999,12.27,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12036,1997,251.77,251,4.5689,3.194,4.5689,0.01411,0.013281,0.01411,-9999,-9999,-9999,-9999,12036,1997,251,18.5,17.6,0,0.5375,-9999,12.214,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12037,1997,251.79,251,4.6248,4.4821,4.6248,0.016659,0.015203,0.016659,-9999,-9999,-9999,-9999,12037,1997,251,19,17,0,0.5055,-9999,12.149,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12038,1997,251.81,251,4.0835,3.3075,4.0835,0.002093,0.003487,0.002093,-9999,-9999,-9999,-9999,12038,1997,251,19.5,16.1,0,0.4735,-9999,12.075,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12039,1997,251.83,251,5.1574,3.7006,5.1574,0.007485,0.008431,0.007485,-9999,-9999,-9999,-9999,12039,1997,251,20,15.4,0,0.4415,-9999,11.992,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12040,1997,251.85,251,9.2567,2.9179,9.2567,0.008107,0.00806,0.008107,-9999,-9999,-9999,-9999,12040,1997,251,20.5,15.2,0,0.4095,-9999,11.901,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12041,1997,251.88,251,9.8155,3.6162,9.8155,0.011001,0.010192,0.011001,-9999,-9999,-9999,-9999,12041,1997,251,21,15.3,0,0.3775,-9999,11.801,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12042,1997,251.9,251,8.397,3.5254,8.397,0.010379,0.009486,0.010379,-9999,-9999,-9999,-9999,12042,1997,251,21.5,15.2,0,0.3455,-9999,11.694,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12043,1997,251.92,251,6.2467,4.5691,6.2467,0.0037,0.0044,0.0037,-9999,-9999,-9999,-9999,12043,1997,251,22,14.8,0,0.3135,-9999,11.578,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12044,1997,251.94,251,5.8742,6.9439,5.8742,0.001451,0.002481,0.001451,-9999,-9999,-9999,-9999,12044,1997,251,22.5,14.5,0,0.2815,-9999,11.455,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12045,1997,251.96,251,5.221,4.0202,5.221,0,0.001637,0,-9999,-9999,-9999,-9999,12045,1997,251,23,13.9,0,0.2495,-9999,11.325,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12046,1997,251.98,251,5.3803,4.2408,5.3803,0,0.00164,0,-9999,-9999,-9999,-9999,12046,1997,251,23.5,13.8,0,0.2175,-9999,11.189,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12047,1997,252,251,20.663,10.934,20.663,0.00033,0.001972,0.00033,-9999,-9999,-9999,-9999,12047,1997,251,24,13.5,0,0.1855,-9999,11.173,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12048,1997,252.02,252,5.6414,5.8652,5.6414,0.003155,0.003201,0.003155,-9999,-9999,-9999,-9999,12048,1997,252,0.5,13.1,0,0.1535,-9999,11.182,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12049,1997,252.04,252,5.7077,4.8059,5.7077,0.004099,0.004167,0.004099,-9999,-9999,-9999,-9999,12049,1997,252,1,12.6,0,0.1479,-9999,11.196,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12050,1997,252.06,252,5.7906,4.7619,5.7906,0.000023,0.002258,0.000023,-9999,-9999,-9999,-9999,12050,1997,252,1.5,12.8,0,0.1422,-9999,11.217,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12051,1997,252.08,252,5.9367,8.9175,5.9367,0.001873,0.002504,0.001873,-9999,-9999,-9999,-9999,12051,1997,252,2,13.3,0,0.1365,-9999,11.243,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12052,1997,252.1,252,13.859,5.6078,13.859,0.00079,0.001973,0.00079,-9999,-9999,-9999,-9999,12052,1997,252,2.5,13.7,0,0.1308,-9999,11.274,363.24,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12053,1997,252.12,252,9.4383,5.2742,9.4383,0.000655,0.002047,0.000655,-9999,-9999,-9999,-9999,12053,1997,252,3,13.4,0,0.1251,-9999,11.31,363.25,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12054,1997,252.15,252,14.354,7.0077,14.354,0.000442,0.002336,0.000442,-9999,-9999,-9999,-9999,12054,1997,252,3.5,13.3,0,0.1195,-9999,11.351,363.25,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12055,1997,252.17,252,6.4052,7.5743,6.4052,0,0.002954,0,-9999,-9999,-9999,-9999,12055,1997,252,4,12.9,0,0.1138,-9999,11.396,363.25,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
12056,1997,252.19,252,6.5313,3.9628,6.5313,0.000655,0.003069,0.000655,-9999,-9999,-9999,-9999,12056,1997,252,4.5,13.1,0,0.1081,-9999,11.446,363.25,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
